# h,rectangle,trapz,simpson
7.352941176470588133e-03,3.671632111712064273e-03,4.504668665639144365e-06,3.249223112788968137e-11
7.331378299120235031e-03,3.660878033597825265e-03,4.478287013220949575e-06,3.211297894267772790e-11
7.309941520467835852e-03,3.650186768026308926e-03,4.452136441734921846e-06,3.173816764956427505e-11
7.288629737609329112e-03,3.639557766289769347e-03,4.426214259112271066e-06,3.137046178380842321e-11
7.267441860465116178e-03,3.628990486047811714e-03,4.400517814140414430e-06,3.100719681015107199e-11
7.246376811594202987e-03,3.618484391242127174e-03,4.375044492910262761e-06,3.064926090701192152e-11
7.225433526011560553e-03,3.608038952005010458e-03,4.349791718816220509e-06,3.029576589597127168e-11
7.204610951008645278e-03,3.597653644566989328e-03,4.324756955220721011e-06,2.994848813386852271e-11
7.183908045977011395e-03,3.587327951175112162e-03,4.299937699236977551e-06,2.960565126386427437e-11
7.163323782234957450e-03,3.577061360002353751e-03,4.275331482617161782e-06,2.926814346437822678e-11
7.142857142857142634e-03,3.566853365061462000e-03,4.250935876193295826e-06,2.893418837857097969e-11
7.122507122507122646e-03,3.556703466127686397e-03,4.226748482771824911e-06,2.860733872012133361e-11
7.102272727272727036e-03,3.546611168652624713e-03,4.202766938909974215e-06,2.828226541851108777e-11
7.082152974504249410e-03,3.536575983685175117e-03,4.178988915803927284e-06,2.796429754425844294e-11
7.062146892655367207e-03,3.526597427793376482e-03,4.155412117512469194e-06,2.764899420526489848e-11
7.042253521126760722e-03,3.516675022983584142e-03,4.132034278292451290e-06,2.733901993678955478e-11
7.022471910112359356e-03,3.506808296629415622e-03,4.108853168816040125e-06,2.703348656041271170e-11
7.002801120448179546e-03,3.496996781393590936e-03,4.085866584624398001e-06,2.673150589771466912e-11
6.983240223463686724e-03,3.487240015151549244e-03,4.063072357674002433e-06,2.643396612711512716e-11
6.963788300835654400e-03,3.477537540924835469e-03,4.040468346566683522e-06,2.613997907019438571e-11
6.944444444444444059e-03,3.467888906803828775e-03,4.018052440990516061e-06,2.585132108379184501e-11
6.925207756232686779e-03,3.458293665885570078e-03,3.995822559055284273e-06,2.556621581106810481e-11
6.906077348066298055e-03,3.448751376192937812e-03,3.973776648180660231e-06,2.528377507360346499e-11
6.887052341597796334e-03,3.439261600616916326e-03,3.951912684208025439e-06,2.500755158507672604e-11
6.868131868131868017e-03,3.429823906846429793e-03,3.930228671400470830e-06,2.473399263180908747e-11
6.849315068493150305e-03,3.420437867301728829e-03,3.908722638890083090e-06,2.446309821380054927e-11
6.830601092896174641e-03,3.411103059072218002e-03,3.887392644230658334e-06,2.419664468789051170e-11
6.811989100817438664e-03,3.401819063849842451e-03,3.866236771621345270e-06,2.393552023249867489e-11
6.793478260869565029e-03,3.392585467866915394e-03,3.845253133683002034e-06,2.367617213394623832e-11
6.775067750677507203e-03,3.383401861841939251e-03,3.824439860800055158e-06,2.342037674907260225e-11
6.756756756756757132e-03,3.374267840904998650e-03,3.803795117995889541e-06,2.316813407787776669e-11
6.738544474393531360e-03,3.365183004551575152e-03,3.783317088057458477e-06,2.291944412036173162e-11
6.720430107526881823e-03,3.356146956576822049e-03,3.763003982193424690e-06,2.267341869810479693e-11
6.702412868632707903e-03,3.347159305023161835e-03,3.742854033816911397e-06,2.243094598952666274e-11
6.684491978609625497e-03,3.338219662114561004e-03,3.722865500321859145e-06,2.219291417304702918e-11
6.666666666666667095e-03,3.329327644213009307e-03,3.703036662194847395e-06,2.195665871340679587e-11
6.648936170212766013e-03,3.320482871752794551e-03,3.683365823015094520e-06,2.172484414586506318e-11
6.631299734748010918e-03,3.311684969191652783e-03,3.663851306789922546e-06,2.149480593516273075e-11
6.613756613756613389e-03,3.302933564959253943e-03,3.644491465060184510e-06,2.126743225971949869e-11
6.596306068601583313e-03,3.294228291400358444e-03,3.625284664465766582e-06,2.104449947637476726e-11
6.578947368421052266e-03,3.285568784725079183e-03,3.606229296515550686e-06,2.082334304986943607e-11
6.561679790026246628e-03,3.276954684960919906e-03,3.587323775811057658e-06,2.060573933704290539e-11
6.544502617801047084e-03,3.268385635898596320e-03,3.568566531164663047e-06,2.039168833789517521e-11
6.527415143603132811e-03,3.259861285044962642e-03,3.549956020698630255e-06,2.017852551716714515e-11
6.510416666666666956e-03,3.251381283576826320e-03,3.531490714969720557e-06,1.996980358853761572e-11
6.493506493506493935e-03,3.242945286290321860e-03,3.513169107627334142e-06,1.976285801674748654e-11
6.476683937823833788e-03,3.234552951551172839e-03,3.494989712748974853e-06,1.955857698021645774e-11
6.459948320413436314e-03,3.226203941259164765e-03,3.476951062175714924e-06,1.935696047894452931e-11
6.443298969072164609e-03,3.217897920790413480e-03,3.459051704624016566e-06,1.915800851293170126e-11
6.426735218508997614e-03,3.209634558961838025e-03,3.441290211014802480e-06,1.896260926059767371e-11
6.410256410256410034e-03,3.201413527979646290e-03,3.423665170032563765e-06,1.876809818668334628e-11
6.393861892583120078e-03,3.193234503402031521e-03,3.406175186349003070e-06,1.857802800486751948e-11
6.377551020408163407e-03,3.185097164095651578e-03,3.388818885063926700e-06,1.838884600147139281e-11
6.361323155216284594e-03,3.177001192189443657e-03,3.371594905487995675e-06,1.820144035491466639e-11
6.345177664974619228e-03,3.168946273038208972e-03,3.354501907359974666e-06,1.801758742203674046e-11
6.329113924050632813e-03,3.160932095178203838e-03,3.337538563741304642e-06,1.783639902441791492e-11
6.313131313131313017e-03,3.152958350288947997e-03,3.320703569009708644e-06,1.765609880521878949e-11
6.297229219143577091e-03,3.145024733155032948e-03,3.303995630865586008e-06,1.748023947811816470e-11
6.281407035175879706e-03,3.137130941621713021e-03,3.287413473884726045e-06,1.730526832943724003e-11
6.265664160401002158e-03,3.129276676562042780e-03,3.270955839518308039e-06,1.713118535917601548e-11
6.250000000000000347e-03,3.121461641838685352e-03,3.254621481652009152e-06,1.696065510259359144e-11
6.234413965087282072e-03,3.113685544262168037e-03,3.238409174599610196e-06,1.679278938127026777e-11
6.218905472636816235e-03,3.105948093559796064e-03,3.222317705109389863e-06,1.662581183836664422e-11
6.203473945409429709e-03,3.098249002335684565e-03,3.206345874140481556e-06,1.646149883072212106e-11
6.188118811881188411e-03,3.090587986036119617e-03,3.190492499527408654e-06,1.629985035833669826e-11
6.172839506172839164e-03,3.082964762916695634e-03,3.174756412427370833e-06,1.613820188595127547e-11
6.157635467980295853e-03,3.075379054005900059e-03,3.159136458208422482e-06,1.598099430566435331e-11
6.142506142506142137e-03,3.067830583067809869e-03,3.143631498225829546e-06,1.582378672537743114e-11
6.127450980392156778e-03,3.060319076576334396e-03,3.128240405381177425e-06,1.567013185876930947e-11
6.112469437652812143e-03,3.052844263674359127e-03,3.112962066786906234e-06,1.551736517058088793e-11
6.097560975609756309e-03,3.045405876146212165e-03,3.097795386430846065e-06,1.536637483923186664e-11
6.082725060827250986e-03,3.038003648383913458e-03,3.082739276294432784e-06,1.521716086472224561e-11
6.067961165048543597e-03,3.030637317354312188e-03,3.067792665234492233e-06,1.506972324705202482e-11
6.053268765133171768e-03,3.023306622572441427e-03,3.052954494542348129e-06,1.492406198622120428e-11
6.038647342995169011e-03,3.016011306061550101e-03,3.038223716167465227e-06,1.478017708222978399e-11
6.024096385542168988e-03,3.008751112337115785e-03,3.023599297158341415e-06,1.463984489191716420e-11
6.009615384615384949e-03,3.001525788361547598e-03,3.009080216109794037e-06,1.449862452318484429e-11
5.995203836930455658e-03,2.994335083523758101e-03,2.994665464939316735e-06,1.436006868971162476e-11
5.980861244019138739e-03,2.987178749612517947e-03,2.980354043558008925e-06,1.422240103465810535e-11
5.966587112171837549e-03,2.980056540778264207e-03,2.966144969640538420e-06,1.408739791486368631e-11
5.952380952380952051e-03,2.972968213513560443e-03,2.952037267967000389e-06,1.395417115190866753e-11
5.938242280285035458e-03,2.965913526622010465e-03,2.938029977528344716e-06,1.382094438895364874e-11
5.924170616113743661e-03,2.958892241190724803e-03,2.924122146197305483e-06,1.369038216125773033e-11
5.910165484633569596e-03,2.951904120563675349e-03,2.910312836057471486e-06,1.356159629040121217e-11
5.896226415094340048e-03,2.944948930317714542e-03,2.896601118074215719e-06,1.343547495480379439e-11
5.882352941176470507e-03,2.938026438227048232e-03,2.882986074759230632e-06,1.330846544078667648e-11
5.868544600938966835e-03,2.931136414253465716e-03,2.869466799282349712e-06,1.318412046202865895e-11
5.854800936768150312e-03,2.924278630503707177e-03,2.856042395471547479e-06,1.306155184011004167e-11
5.841121495327102585e-03,2.917452861217029181e-03,2.842711979589296334e-06,1.293987139661112451e-11
5.827505827505827934e-03,2.910658882735006614e-03,2.829474674115317612e-06,1.281907913153190748e-11
5.813953488372092943e-03,2.903896473473999151e-03,2.816329614852008945e-06,1.270006322329209070e-11
5.800464037122969596e-03,2.897165413910052223e-03,2.803275946483552161e-06,1.258282367189167417e-11
5.787037037037036716e-03,2.890465486547810769e-03,2.790312823464091707e-06,1.246647229891095776e-11
5.773672055427251856e-03,2.883796475896538425e-03,2.777439410017734644e-06,1.235189728276964161e-11
5.760368663594470258e-03,2.877158168455018483e-03,2.764654881026729072e-06,1.223909862346772570e-11
5.747126436781609116e-03,2.870550352677803119e-03,2.751958422031464124e-06,1.212629996416580980e-11
5.733944954128440685e-03,2.863972818962778888e-03,2.739349221236864196e-06,1.201616584012299427e-11
5.720823798627002084e-03,2.857425359620968663e-03,2.726826486387778914e-06,1.190603171608017874e-11
5.707762557077625254e-03,2.850907768860544422e-03,2.714389423452701067e-06,1.179767394887676346e-11
5.694760820045558468e-03,2.844419842763734607e-03,2.702037254387334997e-06,1.169109253851274843e-11
5.681818181818181976e-03,2.837961379261066952e-03,2.689769211805526083e-06,1.158451112814873341e-11
5.668934240362811725e-03,2.831532178119822163e-03,2.677584529209298125e-06,1.147970607462411863e-11
5.656108597285067728e-03,2.825132040912059495e-03,2.665482456087886476e-06,1.137667737793890410e-11
5.643340857787810562e-03,2.818760771003958610e-03,2.653462242818704908e-06,1.127364868125368957e-11
5.630630630630630365e-03,2.812418173526509690e-03,2.641523158430914009e-06,1.117239634140787530e-11
5.617977528089887485e-03,2.806104055367519834e-03,2.629664471065495945e-06,1.107292035840146127e-11
5.605381165919282212e-03,2.799818225139638628e-03,2.617885461297930760e-06,1.097344437539504725e-11
5.592841163310962281e-03,2.793560493170588188e-03,2.606185416809125854e-06,1.087574474922803347e-11
5.580357142857142981e-03,2.787330671473853272e-03,2.594563633273594405e-06,1.077982147990041994e-11
5.567928730512249416e-03,2.781128573743352206e-03,2.583019415247633788e-06,1.068301003215310629e-11
5.555555555555555768e-03,2.774954015323238821e-03,2.571552072616611895e-06,1.058886311966489302e-11
5.543237250554324154e-03,2.768806813195467953e-03,2.560160925035859236e-06,1.049560438559637987e-11
5.530973451327433552e-03,2.762686785957590985e-03,2.548845299266133679e-06,1.040234565152786672e-11
5.518763796909492703e-03,2.756593753812985881e-03,2.537604527397263610e-06,1.031175145271845395e-11
5.506607929515418796e-03,2.750527538540659123e-03,2.526437953953575288e-06,1.022115725390904117e-11
5.494505494505494934e-03,2.744487963489028459e-03,2.515344924347573397e-06,1.013145123351932853e-11
5.482456140350876889e-03,2.738474853555494803e-03,2.504324796426260491e-06,1.004263339154931600e-11
5.470459518599562164e-03,2.732488035166014129e-03,2.493376929812995968e-06,9.953815549579303479e-12
5.458515283842794476e-03,2.726527336263551149e-03,2.482500696565637099e-06,9.867662242868391331e-12
5.446623093681917521e-03,2.720592586287651216e-03,2.471695473182933256e-06,9.783285292996879434e-12
5.434782608695652023e-03,2.714683616159341284e-03,2.460960641492704326e-06,9.698020164705667412e-12
5.422993492407809056e-03,2.708800258266030880e-03,2.450295592204554396e-06,9.612755036414455390e-12
5.411255411255411034e-03,2.702942346443748534e-03,2.439699720468979649e-06,9.531042621802043868e-12
5.399568034557235101e-03,2.697109715964707277e-03,2.429172432094617307e-06,9.448442028769932222e-12
5.387931034482758980e-03,2.691302203522205616e-03,2.418713133778283009e-06,9.367617792577220825e-12
5.376344086021505805e-03,2.685519647205758531e-03,2.408321241986755012e-06,9.287681734804209555e-12
5.364806866952789681e-03,2.679761886498432943e-03,2.397996180292238932e-06,9.207745677031198284e-12
5.353319057815845473e-03,2.674028762256419611e-03,2.387737374931475642e-06,9.128697797677887138e-12
5.341880341880341984e-03,2.668320116696598632e-03,2.377544261911168633e-06,9.051426275163976243e-12
5.330490405117270687e-03,2.662635793376111337e-03,2.367416279902556653e-06,8.974154752650065348e-12
5.319148936170212637e-03,2.656975637185254868e-03,2.357352875570484230e-06,8.897771408555854578e-12
5.307855626326963595e-03,2.651339494328830426e-03,2.347353501797044828e-06,8.822276242881343933e-12
5.296610169491525189e-03,2.645727212317261490e-03,2.337417615017045591e-06,8.747669255626533413e-12
5.285412262156448208e-03,2.640138639946165711e-03,2.327544680547077860e-06,8.674838625211123144e-12
5.274261603375527199e-03,2.634573627283920416e-03,2.317734167256446653e-06,8.601119816376012750e-12
5.263157894736841987e-03,2.629032025666333539e-03,2.307985551119884349e-06,8.530065542800002731e-12
5.252100840336134877e-03,2.623513687674439154e-03,2.298298309888480162e-06,8.458123090804292588e-12
5.241090146750524391e-03,2.618018467122062987e-03,2.288671931083285926e-06,8.387068817228282569e-12
5.230125523012552069e-03,2.612546219048716978e-03,2.279105905778067154e-06,8.316014543652272550e-12
5.219206680584551061e-03,2.607096799701835721e-03,2.269599731263838294e-06,8.248512983755063033e-12
5.208333333333333044e-03,2.601670066526118319e-03,2.260152907496149055e-06,8.179235067018453265e-12
5.197505197505197794e-03,2.596265878151093887e-03,2.250764942424154924e-06,8.111733507121243747e-12
5.186721991701244601e-03,2.590884094377798874e-03,2.241435349326081905e-06,8.044231947224034229e-12
5.175983436853002009e-03,2.585524576167230748e-03,2.232163642368334422e-06,7.977618565746524837e-12
5.165289256198347251e-03,2.580187185629689850e-03,2.222949345487279516e-06,7.912781541108415695e-12
5.154639175257731860e-03,2.574871786008792185e-03,2.213791987948354745e-06,7.847056338050606428e-12
5.144032921810699592e-03,2.569578241677028529e-03,2.204691096352462409e-06,7.783107491832197411e-12
5.133470225872689696e-03,2.564306418117112685e-03,2.195646212399537944e-06,7.719158645613788394e-12
5.122950819672130764e-03,2.559056181913099692e-03,2.186656874236803105e-06,7.655209799395379378e-12
5.112474437627812125e-03,2.553827400742392228e-03,2.177722628893263845e-06,7.593925488436070736e-12
5.102040816326530205e-03,2.548619943357088857e-03,2.168843027838818216e-06,7.531752999057061970e-12
5.091649694501018501e-03,2.543433679581319495e-03,2.160017624319721108e-06,7.470468688097753329e-12
5.081300813008129968e-03,2.538268480296146379e-03,2.151245981352190029e-06,7.410072555558144813e-12
5.070993914807302161e-03,2.533124217426241387e-03,2.142527660176085647e-06,7.350564601438236423e-12
5.060728744939271308e-03,2.528000763938997864e-03,2.133862230913052827e-06,7.291056647318328032e-12
5.050505050505050934e-03,2.522897993820549800e-03,2.125249267237450113e-06,7.232436871618119767e-12
5.040322580645161150e-03,2.517815782074883657e-03,2.116688345488171308e-06,7.173817095917911502e-12
5.030181086519114678e-03,2.512754004712292044e-03,2.108179046445002314e-06,7.116973677057103487e-12
5.020080321285140534e-03,2.507712538737827401e-03,2.099720957993156389e-06,7.059242079776595347e-12
5.010020040080160122e-03,2.502691262139755679e-03,2.091313668906025214e-06,7.003286839335487457e-12
5.000000000000000104e-03,2.497690053885115447e-03,2.082956771509714144e-06,6.946443420474679442e-12
